doi,legalname,legalshortname,websiteurl,country
10.1186/2041-1480-5-5,National Evolutionary Synthesis Center,NESCent,http://www.nescent.org/,United States
10.1186/2041-1480-5-5,Carleton University,CU,www.carleton.ca,Unknown
10.1186/2041-1480-5-5,EMBLs European Bioinformatics Institute,EMBL-EBI,https://www.ebi.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-5,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,KU Leuven,KUL,http://www.kuleuven.be/english,Belgium
10.1186/2041-1480-5-5,"Kyoto University, Institute for Chemical Research, Bioinformatics Center","Kyoto University, Institute for Chemical Research, Bioinformatics Center",https://www.bic.kyoto-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-5,Korea Institute of Science & Technology Information,KISTI,http://en.kisti.re.kr/,Korea (Republic of)
10.1186/2041-1480-5-5,WAGENINGEN UNIVERSITY,WU,http://www.wageningenur.nl/nl.htm,Netherlands
10.1186/2041-1480-5-5,Eisai,Eisai,http://www.eisai.com/index.html,Japan
10.1186/2041-1480-5-5,The Noguchi Institute,財団法人野口研究所,https://noguchi.or.jp/?lang=en,Japan
10.1186/2041-1480-5-5,Graduate School of Science Department of Chemistry Tohoku University,Graduate School of Science Department of Chemistry Tohoku University,No websiteurl provided,Japan
10.1186/2041-1480-5-5,Niigata University,Niigata University,https://www.niigata-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Department of Biology Norwegian University of Science and Technology,Department of Biology Norwegian University of Science and Technology,No websiteurl provided,Norway
10.1186/2041-1480-5-5,Sanford Burnham Prebys Medical Discovery Institute,SBP,http://www.sbpdiscovery.org/,United States
10.1186/2041-1480-5-5,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-5,Norwegian University of Science and Technology,NTNU,http://www.ntnu.edu,Norway
10.1186/2041-1480-5-5,Department of Biology,No legalshortname provided,No websiteurl provided,Switzerland
10.1186/2041-1480-5-5,Macquarie University,Macquarie University,http://mq.edu.au/,Australia
10.1186/2041-1480-5-5,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-5-5,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),No websiteurl provided,Norway
10.1186/2041-1480-5-5,Digital Enterprise Research Institute,Digital Enterprise Research Institute,http://www.deri.ie/,Ireland
10.1186/2041-1480-5-5,National Institute of Advanced Industrial Science and Technology,AIST,https://www.aist.go.jp/index_en.html,Japan
10.1186/2041-1480-5-5,University of Galway,NUIG,https://www.ollscoilnagaillimhe.ie,Ireland
10.1186/2041-1480-5-5,University of Colorado Denver,UCD,http://www.ucdenver.edu/pages/ucdwelcomepage.aspx,United States
10.1186/2041-1480-5-5,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.1186/2041-1480-5-5,"Ontario Institute For Cancer Research (OICR), Toronto, ON, Canada",OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Soka University of America,SUA,http://www.soka.edu/,United States
10.1186/2041-1480-5-5,Maastro Clinic,Maastro Clinic,https://www.maastro.nl/,Netherlands
10.1186/2041-1480-5-5,Soka University,Soka University,https://www.soka.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Istituto Nazionale Genetica Molecolare,INGM,http://www.ingm.org/,Italy
10.1186/2041-1480-5-5,"Russian Academy of Sciences, N.D. Zelinsky Institute of Organic Chemistry",ИОХ РАН,https://zioc.ru/?lang=en,Russian Federation
10.1186/2041-1480-5-5,CARLETON UNIVERSITY,CARLETON UNIVERSITY,No websiteurl provided,Unknown
10.1186/2041-1480-5-5,National Institute for Basic Biology,NIBB,http://www.nibb.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Wageningen University,No legalshortname provided,No websiteurl provided,Netherlands
10.1186/2041-1480-5-5,National Institute of Informatics (NII),NII,http://www.nii.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku Medical Megabank Organization,ToMMO,https://www.megabank.tohoku.ac.jp/,Japan
10.1186/2041-1480-5-5,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,No websiteurl provided,United Kingdom
10.1186/2041-1480-5-5,CERES,CERES,No websiteurl provided,Italy
10.1186/2041-1480-5-5,University of Bergen,University of Bergen,http://www.uib.no/en/node/36362,Norway
10.1186/2041-1480-5-5,James Hutton Institute,James Hutton Institute,http://www.hutton.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Naturalis Biodiversity Center,Naturalis Biodiversity Center,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,"University of Oxford, Oxford e-Research Centre",OERC,http://www.oerc.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Ontario Institute for Cancer Research,OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Enterprise Ireland,Enterprise Ireland,http://www.enterprise-ireland.com/en/,Ireland
10.1186/2041-1480-5-5,Naturalis,Naturalis,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,Discovery Institute,DI,http://www.discovery.org/,United States
10.1186/2041-1480-5-5,"Intec, Inc.","Intec, Inc.",No websiteurl provided,Unknown
10.1186/2041-1480-5-5,Tokyo Institute of Technology,TIT,http://www.titech.ac.jp/english/,Japan
10.1186/2041-1480-5-5,Wellcome Trust,WT,http://www.wellcome.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),No websiteurl provided,Italy
10.1186/2041-1480-5-5,PARCO TECNOLOGICO PADANO S.R.L.,PARCO TECNOLOGICO PADANO S.R.L.,http://www.tecnoparco.org,Italy
10.1186/2041-1480-5-5,National Institutes of Natural Sciences,NINS,http://www.nins.jp/english/,Japan
10.1186/2041-1480-5-5,National Institute of Biomedical Innovation,NIBO,https://www.nibiohn.go.jp/english/index.html,Japan
10.1186/2041-1480-5-5,"University of Cambridge, Department of Physiology, Development and Neuroscience","University of Cambridge, Department of Physiology, Development and Neuroscience",https://www.pdn.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korea Institute of Marine Science & Technology promotion,KIMST,https://www.kimst.re.kr/e/main.do,Korea (Republic of)
10.1186/2041-1480-5-5,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korean Association Of Science and Technology Studies,Korean Association Of Science and Technology Studies,http://kasts.jams.or.kr/co/main/jmMain.kci,Korea (Republic of)
10.1186/2041-1480-5-5,University of Manchester,University of Manchester,http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,"Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan","Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan",https://www.kuicr.kyoto-u.ac.jp/sites/icr/,Japan
10.1186/2041-1480-5-5,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Ocean Science and Technology,KIOST,http://eng.kiost.ac/,Korea (Republic of)
10.1186/2041-1480-5-5,Kyoto University,Kyoto University,http://www.kyoto-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Duke University,Duke University,http://www.duke.edu/,United States
10.1186/2041-1480-5-5,Alfred Wegener Institute for Polar and Marine Research,AWI,http://www.awi.de/en/home/,Germany
10.1186/2041-1480-5-5,Osaka University,Osaka University,http://www.osaka-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku University,Tohoku University,http://www.tohoku.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Tokyo,UT,http://www.u-tokyo.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Toyama,University of Toyama,http://www.u-toyama.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Science and Technology,KIST,http://eng.kist.re.kr/kist_eng/main/,Korea (Republic of)
10.1186/2041-1480-5-5,"Oxford e-Research Centre, University of Oxford, UK",OeRC,https://www.oerc.ox.ac.uk,United Kingdom
10.1186/2041-1480-5-5,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-5-5,University of Giessen,JLU,http://www.uni-giessen.de/cms/,Germany
10.1186/2041-1480-5-5,Université Catholique de Louvain,UCL,http://www.uclouvain.be/en-index.html,Belgium
10.1186/2041-1480-5-5,University of Georgia Press,University of Georgia Press,http://www.ugapress.org/,United States
10.1186/2041-1480-5-5,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Russian Academy of Sciences,RAS,http://www.ras.ru/,Russian Federation
10.1186/2041-1480-5-5,Helmholtz Association of German Research Centres,Helmholtz Association of German Research Centres,http://www.helmholtz.de/en/,Germany
10.1186/2041-1480-5-5,Keio University,Keio University,http://www.keio.ac.jp/,Japan
10.1186/2041-1480-5-5,National Evolutionary Synthesis Center,NESCent,http://www.nescent.org/,United States
10.1186/2041-1480-5-5,Carleton University,CU,www.carleton.ca,Unknown
10.1186/2041-1480-5-5,EMBLs European Bioinformatics Institute,EMBL-EBI,https://www.ebi.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-5,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,KU Leuven,KUL,http://www.kuleuven.be/english,Belgium
10.1186/2041-1480-5-5,"Kyoto University, Institute for Chemical Research, Bioinformatics Center","Kyoto University, Institute for Chemical Research, Bioinformatics Center",https://www.bic.kyoto-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-5,Korea Institute of Science & Technology Information,KISTI,http://en.kisti.re.kr/,Korea (Republic of)
10.1186/2041-1480-5-5,WAGENINGEN UNIVERSITY,WU,http://www.wageningenur.nl/nl.htm,Netherlands
10.1186/2041-1480-5-5,Eisai,Eisai,http://www.eisai.com/index.html,Japan
10.1186/2041-1480-5-5,The Noguchi Institute,財団法人野口研究所,https://noguchi.or.jp/?lang=en,Japan
10.1186/2041-1480-5-5,Graduate School of Science Department of Chemistry Tohoku University,Graduate School of Science Department of Chemistry Tohoku University,No websiteurl provided,Japan
10.1186/2041-1480-5-5,Niigata University,Niigata University,https://www.niigata-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Department of Biology Norwegian University of Science and Technology,Department of Biology Norwegian University of Science and Technology,No websiteurl provided,Norway
10.1186/2041-1480-5-5,Sanford Burnham Prebys Medical Discovery Institute,SBP,http://www.sbpdiscovery.org/,United States
10.1186/2041-1480-5-5,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-5,Norwegian University of Science and Technology,NTNU,http://www.ntnu.edu,Norway
10.1186/2041-1480-5-5,Department of Biology,No legalshortname provided,No websiteurl provided,Switzerland
10.1186/2041-1480-5-5,Macquarie University,Macquarie University,http://mq.edu.au/,Australia
10.1186/2041-1480-5-5,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-5-5,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),No websiteurl provided,Norway
10.1186/2041-1480-5-5,Digital Enterprise Research Institute,Digital Enterprise Research Institute,http://www.deri.ie/,Ireland
10.1186/2041-1480-5-5,National Institute of Advanced Industrial Science and Technology,AIST,https://www.aist.go.jp/index_en.html,Japan
10.1186/2041-1480-5-5,University of Galway,NUIG,https://www.ollscoilnagaillimhe.ie,Ireland
10.1186/2041-1480-5-5,University of Colorado Denver,UCD,http://www.ucdenver.edu/pages/ucdwelcomepage.aspx,United States
10.1186/2041-1480-5-5,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.1186/2041-1480-5-5,"Ontario Institute For Cancer Research (OICR), Toronto, ON, Canada",OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Soka University of America,SUA,http://www.soka.edu/,United States
10.1186/2041-1480-5-5,Maastro Clinic,Maastro Clinic,https://www.maastro.nl/,Netherlands
10.1186/2041-1480-5-5,Soka University,Soka University,https://www.soka.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Istituto Nazionale Genetica Molecolare,INGM,http://www.ingm.org/,Italy
10.1186/2041-1480-5-5,"Russian Academy of Sciences, N.D. Zelinsky Institute of Organic Chemistry",ИОХ РАН,https://zioc.ru/?lang=en,Russian Federation
10.1186/2041-1480-5-5,CARLETON UNIVERSITY,CARLETON UNIVERSITY,No websiteurl provided,Unknown
10.1186/2041-1480-5-5,National Institute for Basic Biology,NIBB,http://www.nibb.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Wageningen University,No legalshortname provided,No websiteurl provided,Netherlands
10.1186/2041-1480-5-5,National Institute of Informatics (NII),NII,http://www.nii.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku Medical Megabank Organization,ToMMO,https://www.megabank.tohoku.ac.jp/,Japan
10.1186/2041-1480-5-5,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,No websiteurl provided,United Kingdom
10.1186/2041-1480-5-5,CERES,CERES,No websiteurl provided,Italy
10.1186/2041-1480-5-5,University of Bergen,University of Bergen,http://www.uib.no/en/node/36362,Norway
10.1186/2041-1480-5-5,James Hutton Institute,James Hutton Institute,http://www.hutton.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Naturalis Biodiversity Center,Naturalis Biodiversity Center,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,"University of Oxford, Oxford e-Research Centre",OERC,http://www.oerc.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Ontario Institute for Cancer Research,OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Enterprise Ireland,Enterprise Ireland,http://www.enterprise-ireland.com/en/,Ireland
10.1186/2041-1480-5-5,Naturalis,Naturalis,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,Discovery Institute,DI,http://www.discovery.org/,United States
10.1186/2041-1480-5-5,"Intec, Inc.","Intec, Inc.",No websiteurl provided,Unknown
10.1186/2041-1480-5-5,Tokyo Institute of Technology,TIT,http://www.titech.ac.jp/english/,Japan
10.1186/2041-1480-5-5,Wellcome Trust,WT,http://www.wellcome.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),No websiteurl provided,Italy
10.1186/2041-1480-5-5,PARCO TECNOLOGICO PADANO S.R.L.,PARCO TECNOLOGICO PADANO S.R.L.,http://www.tecnoparco.org,Italy
10.1186/2041-1480-5-5,National Institutes of Natural Sciences,NINS,http://www.nins.jp/english/,Japan
10.1186/2041-1480-5-5,National Institute of Biomedical Innovation,NIBO,https://www.nibiohn.go.jp/english/index.html,Japan
10.1186/2041-1480-5-5,"University of Cambridge, Department of Physiology, Development and Neuroscience","University of Cambridge, Department of Physiology, Development and Neuroscience",https://www.pdn.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korea Institute of Marine Science & Technology promotion,KIMST,https://www.kimst.re.kr/e/main.do,Korea (Republic of)
10.1186/2041-1480-5-5,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korean Association Of Science and Technology Studies,Korean Association Of Science and Technology Studies,http://kasts.jams.or.kr/co/main/jmMain.kci,Korea (Republic of)
10.1186/2041-1480-5-5,University of Manchester,University of Manchester,http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,"Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan","Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan",https://www.kuicr.kyoto-u.ac.jp/sites/icr/,Japan
10.1186/2041-1480-5-5,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Ocean Science and Technology,KIOST,http://eng.kiost.ac/,Korea (Republic of)
10.1186/2041-1480-5-5,Kyoto University,Kyoto University,http://www.kyoto-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Duke University,Duke University,http://www.duke.edu/,United States
10.1186/2041-1480-5-5,Alfred Wegener Institute for Polar and Marine Research,AWI,http://www.awi.de/en/home/,Germany
10.1186/2041-1480-5-5,Osaka University,Osaka University,http://www.osaka-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku University,Tohoku University,http://www.tohoku.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Tokyo,UT,http://www.u-tokyo.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Toyama,University of Toyama,http://www.u-toyama.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Science and Technology,KIST,http://eng.kist.re.kr/kist_eng/main/,Korea (Republic of)
10.1186/2041-1480-5-5,"Oxford e-Research Centre, University of Oxford, UK",OeRC,https://www.oerc.ox.ac.uk,United Kingdom
10.1186/2041-1480-5-5,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-5-5,University of Giessen,JLU,http://www.uni-giessen.de/cms/,Germany
10.1186/2041-1480-5-5,Université Catholique de Louvain,UCL,http://www.uclouvain.be/en-index.html,Belgium
10.1186/2041-1480-5-5,University of Georgia Press,University of Georgia Press,http://www.ugapress.org/,United States
10.1186/2041-1480-5-5,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Russian Academy of Sciences,RAS,http://www.ras.ru/,Russian Federation
10.1186/2041-1480-5-5,Helmholtz Association of German Research Centres,Helmholtz Association of German Research Centres,http://www.helmholtz.de/en/,Germany
10.1186/2041-1480-5-5,Keio University,Keio University,http://www.keio.ac.jp/,Japan
10.1186/2041-1480-5-5,National Evolutionary Synthesis Center,NESCent,http://www.nescent.org/,United States
10.1186/2041-1480-5-5,Carleton University,CU,www.carleton.ca,Unknown
10.1186/2041-1480-5-5,EMBLs European Bioinformatics Institute,EMBL-EBI,https://www.ebi.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-5,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,KU Leuven,KUL,http://www.kuleuven.be/english,Belgium
10.1186/2041-1480-5-5,"Kyoto University, Institute for Chemical Research, Bioinformatics Center","Kyoto University, Institute for Chemical Research, Bioinformatics Center",https://www.bic.kyoto-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-5,Korea Institute of Science & Technology Information,KISTI,http://en.kisti.re.kr/,Korea (Republic of)
10.1186/2041-1480-5-5,WAGENINGEN UNIVERSITY,WU,http://www.wageningenur.nl/nl.htm,Netherlands
10.1186/2041-1480-5-5,Eisai,Eisai,http://www.eisai.com/index.html,Japan
10.1186/2041-1480-5-5,The Noguchi Institute,財団法人野口研究所,https://noguchi.or.jp/?lang=en,Japan
10.1186/2041-1480-5-5,Graduate School of Science Department of Chemistry Tohoku University,Graduate School of Science Department of Chemistry Tohoku University,No websiteurl provided,Japan
10.1186/2041-1480-5-5,Niigata University,Niigata University,https://www.niigata-u.ac.jp/,Japan
10.1186/2041-1480-5-5,Department of Biology Norwegian University of Science and Technology,Department of Biology Norwegian University of Science and Technology,No websiteurl provided,Norway
10.1186/2041-1480-5-5,Sanford Burnham Prebys Medical Discovery Institute,SBP,http://www.sbpdiscovery.org/,United States
10.1186/2041-1480-5-5,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-5,Norwegian University of Science and Technology,NTNU,http://www.ntnu.edu,Norway
10.1186/2041-1480-5-5,Department of Biology,No legalshortname provided,No websiteurl provided,Switzerland
10.1186/2041-1480-5-5,Macquarie University,Macquarie University,http://mq.edu.au/,Australia
10.1186/2041-1480-5-5,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-5-5,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),No websiteurl provided,Norway
10.1186/2041-1480-5-5,Digital Enterprise Research Institute,Digital Enterprise Research Institute,http://www.deri.ie/,Ireland
10.1186/2041-1480-5-5,National Institute of Advanced Industrial Science and Technology,AIST,https://www.aist.go.jp/index_en.html,Japan
10.1186/2041-1480-5-5,University of Galway,NUIG,https://www.ollscoilnagaillimhe.ie,Ireland
10.1186/2041-1480-5-5,University of Colorado Denver,UCD,http://www.ucdenver.edu/pages/ucdwelcomepage.aspx,United States
10.1186/2041-1480-5-5,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.1186/2041-1480-5-5,"Ontario Institute For Cancer Research (OICR), Toronto, ON, Canada",OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Soka University of America,SUA,http://www.soka.edu/,United States
10.1186/2041-1480-5-5,Maastro Clinic,Maastro Clinic,https://www.maastro.nl/,Netherlands
10.1186/2041-1480-5-5,Soka University,Soka University,https://www.soka.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Istituto Nazionale Genetica Molecolare,INGM,http://www.ingm.org/,Italy
10.1186/2041-1480-5-5,"Russian Academy of Sciences, N.D. Zelinsky Institute of Organic Chemistry",ИОХ РАН,https://zioc.ru/?lang=en,Russian Federation
10.1186/2041-1480-5-5,CARLETON UNIVERSITY,CARLETON UNIVERSITY,No websiteurl provided,Unknown
10.1186/2041-1480-5-5,National Institute for Basic Biology,NIBB,http://www.nibb.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Wageningen University,No legalshortname provided,No websiteurl provided,Netherlands
10.1186/2041-1480-5-5,National Institute of Informatics (NII),NII,http://www.nii.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku Medical Megabank Organization,ToMMO,https://www.megabank.tohoku.ac.jp/,Japan
10.1186/2041-1480-5-5,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,EMBL-European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton,No websiteurl provided,United Kingdom
10.1186/2041-1480-5-5,CERES,CERES,No websiteurl provided,Italy
10.1186/2041-1480-5-5,University of Bergen,University of Bergen,http://www.uib.no/en/node/36362,Norway
10.1186/2041-1480-5-5,James Hutton Institute,James Hutton Institute,http://www.hutton.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Naturalis Biodiversity Center,Naturalis Biodiversity Center,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,"University of Oxford, Oxford e-Research Centre",OERC,http://www.oerc.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Ontario Institute for Cancer Research,OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-5,Enterprise Ireland,Enterprise Ireland,http://www.enterprise-ireland.com/en/,Ireland
10.1186/2041-1480-5-5,Naturalis,Naturalis,http://www.naturalis.nl/,Netherlands
10.1186/2041-1480-5-5,Discovery Institute,DI,http://www.discovery.org/,United States
10.1186/2041-1480-5-5,"Intec, Inc.","Intec, Inc.",No websiteurl provided,Unknown
10.1186/2041-1480-5-5,Tokyo Institute of Technology,TIT,http://www.titech.ac.jp/english/,Japan
10.1186/2041-1480-5-5,Wellcome Trust,WT,http://www.wellcome.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),CeSRAM (Centro Studi Relazioni Atlantico-Mediterranee),No websiteurl provided,Italy
10.1186/2041-1480-5-5,PARCO TECNOLOGICO PADANO S.R.L.,PARCO TECNOLOGICO PADANO S.R.L.,http://www.tecnoparco.org,Italy
10.1186/2041-1480-5-5,National Institutes of Natural Sciences,NINS,http://www.nins.jp/english/,Japan
10.1186/2041-1480-5-5,National Institute of Biomedical Innovation,NIBO,https://www.nibiohn.go.jp/english/index.html,Japan
10.1186/2041-1480-5-5,"University of Cambridge, Department of Physiology, Development and Neuroscience","University of Cambridge, Department of Physiology, Development and Neuroscience",https://www.pdn.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korea Institute of Marine Science & Technology promotion,KIMST,https://www.kimst.re.kr/e/main.do,Korea (Republic of)
10.1007/978-3-319-05687-6_15,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1007/978-3-319-05687-6_15,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.1007/978-3-319-05687-6_15,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1007/978-3-319-05687-6_15,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.1186/2041-1480-5-42,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,http://www.ehu.es,Spain
10.1186/2041-1480-5-42,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1186/2041-1480-5-42,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-42,University of the Basque Country,EHU,http://www.ehu.eus/en/en-home,Spain
10.1109/CBMS.2014.82,Complutense University of Madrid,Complutense University of Madrid,https://www.ucm.es/english,Spain
10.1109/CBMS.2014.82,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1109/CBMS.2014.82,University of A Coruña,University of A Coruña,https://www.udc.gal/,Spain
10.1186/2041-1480-5-14,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-14,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,University of Manchester,University of Manchester,http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-14,Universitat Pompeu Fabra,UPF,https://www.upf.edu/,Spain
10.1186/2041-1480-5-14,The University of Texas System,UT System,http://www.utsystem.edu/,United States
10.1186/2041-1480-5-14,University of New Brunswick,UNB,http://www.unb.ca/,Canada
10.1186/2041-1480-5-14,UNIVERSITY OF NEW BRUNSWICK,UNB,http://unb.ca/,Canada
10.1186/2041-1480-5-14,National University of Ireland,NUI,http://www.nui.ie/,Ireland
10.1186/2041-1480-5-14,"Ontario Institute For Cancer Research (OICR), Toronto, ON, Canada",OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-14,Rensselaer Polytechnic Institute,RPI,http://www.rpi.edu/,United States
10.1186/2041-1480-5-14,Ontario Institute for Cancer Research,OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-14,University of Galway,NUIG,https://www.ollscoilnagaillimhe.ie,Ireland
10.1186/2041-1480-5-14,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/2041-1480-5-14,Medical University of Vienna,Medical University of Vienna,http://www.meduniwien.ac.at/homepage/1/homepage/,Austria
10.1186/2041-1480-5-14,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-14,Carleton University,Carleton University,http://www.carleton.ca/,Canada
